Project URL,Project Code,Title,Project General Description,Project Appraisal Report Link,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AZ0-016,P-Z1-AZ0-016,Multinational - Technical Assistance for Agricultural Transformation in Countries in Transition,"This intervention concerns the Technical Assistance for Agricultural Transformation in Countries in Transition. It is designed to support capacity development of the private sector and other relevant institutions. The project comprises three main components namely: (1) Creation of Enabling Environment (EE), (2) Establishment of Regional Technology Delivery Infrastructure (RTDI), (3) Deployment of Appropriate Agricultural Technologies (DAT), (4) Project Management and Coordination (PM&C).","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fmultinational_-_technical_assistance_for_agricultural_transformation_in_countries_in_transition_-_project_appraisal_report.pdf#page=7&zoom=auto,-13,41",2000000,Multinational,44733,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MW-A00-012,P-MW-A00-012,Malawi - Africa Disaster Risk Financing (ADRiFi) Programme,"The ADRiFi programme in Malawi will be implemented in two phases with the initial phase spanning for two (2) years 2022 and2023 and the second phase for additional two(2) years-2024 and2025-subject to availability of financial resources. The budget for the first phase is USD10.13millionco-financed from ADF 15resources for UA 3.5 million(approximately USD 4.9 million), the ADRiFi Multi-Donor Trust Fund (MDTF) for USD 4.35 million, the Government of Malawi for USD 0.4million and an in-kind contribution by the African Risk Capacity for USD 0.48 million. The direct beneficiary of the Programme is the Government of Malawi, which will benefit from support in the payment of its sovereign risk premium for the transfer of drought risks, as well as the agencies involved in disaster risk management in the country that will benefit from capacity building. The indirect beneficiaries of the programme are the vulnerable smallholder farmers exposed to drought with a significant proportion of them being women and children.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fmalawi_-_africa_disaster_risk_financing_adrifi_programme_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,798",3500000,Malawi,44714,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MG-A00-007,P-MG-A00-007,Madagascar - Programme de Pôle intégré de croissance agricole et agro-industriel au Sud de Madagascar - Phase 1 (PICAS-1),"This intervention is related to phase 1 of the Integrated Agricultural and Agro-Industrial Growth Cluster Program in South Madagascar (PICAS-1). It's a public investment operation intended to create the conditions for sustaining and building the resilience of the population. In its first phase, the project will focus on the development of irrigation and multipurpose water management infrastructure (USFWRs, boreholes), an area in which the Bank has long experience, particularly in irrigation. It will help to improve food and nutritional security, reduce job insecurity for young people and strengthen community resilience. The project also considers women’s inclusion while addressing the main factors of fragility at the national and local levels. The PICAS-1 has the following 03 (three) components: (i) agricultural and rural infrastructure development; (ii) value chain development and resilience-building; (iii) project coordination and management.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fmadagascar_-_integrated_agricultural_and_agro-industrial_growth_cluster_programme_in_south_madagascar-phase_1_picas-1_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,842",12530000,Madagascar,44707,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CI-A00-008,P-CI-A00-008,Côte d'Ivoire - Study for the preparation of an agro-industrial pole in the northwest region of Côte d'Ivoire,"This intervention concerns the study for the preparation of an agro-industrial pole in the northwest region of Côte d'Ivoire. The project should rehabilitate the main production infrastructures (agricultural, halieutic and animal) and will reinforce the capacities of the actors in order to put in place the conditions for the emergence of a competitive and prosperous private sector. It will also aim at a better articulation between crop, livestock and fisheries production, the development of intensive maize and yam production, the professionalization of small ruminant breeding and market garden production as well as the organization and structuring of actors into cooperative societies. In addition, the project will help strengthen ongoing private sector initiatives in the value chain of crop, animal and fishery production. The project is fully aligned with the following four pillars of the NDP 2021-2025: i) structural transformation of the economy through industrialization and cluster development; ii) development of human capital and promotion of employment; iii) development of the private sector and investment; iv) balanced regional development, preservation of the environment and the fight against climate change.",,1196000,Côte d'Ivoire,44628,Approved,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AA0-146,P-Z1-AA0-146,"Multinational - Support for the Implementation of the Great Green Wall Initiative in Eritrea, Mali, Niger, Sudan and Chad","After a decade of implementation, the Pan African Agency of the Great Wall has recorded tangible achievements in each of the member states.  The second decade, which is the scaling-up phase, will be based on a Priority Investment Plan (PIP) developed in collaboration with all the Agency's partners. It is with the aim of contributing to the implementation of the 2021-2030 PIP that this request for support from the AfDB Group focuses on (i) strengthening the technical and institutional capacities of the eligible structures and countries of the initiative and the Great Green Wall Agency, for an effective Environmental Monitoring System, (ii) mobilizing resources through a program that will address issues of adoption to climate change, development of agricultural, forestry and pastoral value chains, and sustainable land management. This project provides an opportunity for the Bank Group to contribute in an accelerated but effective manner to capacity building and resilience in countries undergoing fragility where pledged financial commitments from partners may not create the desired impact if an effective monitoring and evaluation system on the one hand and a long-term programmatic approach on the other are not envisaged. The Pan-African GGW Agency will play a technical coordination and resource mobilization role, and will strengthen the partnership with actors such as UNEP and FAO that are planning major programs in support of GGW, thereby ensuring that the Bank Group's results and approach are scaled up.",,1850000,Multinational,44627,Approved,Transition Support Facility,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MG-A00-012,P-MG-A00-012,Madagascar - Agricultural development pole project in the right bank of the Mangoky delta (PDA-RDM),"The proposed operation concerns an advance not exceeding one million eight hundred and fifty thousand (1,850,000) UA, requested by the Malagasy Government, under the Preparation Financing Fund (PPF), for the financing of services relating to the preparation of the project of the Agricultural Development Pole in the right bank of the Mangoky Delta (PDA-RDM). The expected project will include the following actions: (i) the installation of a water intake on the right bank of the Mangoky River and the construction of the feeder canal and irrigation network to supply a perimeter of about 8,000-10,000 ha to be identified in the area; (ii) the securing of land for the exploitation of the new irrigated perimeter: (iii) support to value chain development: organisation of farmers into water users' associations and federations, support to water management and infrastructure maintenance, technical and financial support for optimal and efficient agricultural production and yields; and (iv) Project management and coordination. The activities related to the studies will be carried out over a maximum period of 20 months from the date of entry into force of the agreement. The results of the studies and services financed by the PPF will provide the project evaluation with technical, financial, economic, environmental and social data as well as the tender documents for the priority infrastructures and the operational and governance tools of the project.",,1850000,Madagascar,44609,Approved,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MZ-AA0-041,P-MZ-AA0-041,Mozambique - Enhancing private sector engagement and capacity building in fragile context,"This intervention concerns Enhancing Private Sector Engagement and Capacity Building for Refugees and IDPs in Fragile Context in Mozambique. The project aims to enhance private sector engagement in fragile contexts, such as those in refugee and IDP settlements and their surrounding host communities in Nampula and Cabo Delgado Provinces and contribute to improving the economic inclusion and self-reliance of the displaced and the communities that host them. The project will provide capacity building and strengthen market linkages in the refugee and IDP locations making them inclusive – system/ entrepreneurship actors including the local private and public sectors, service providers as well as refugees, IDPs and their host communities who are often excluded all benefit from economic opportunities therein. At the end of the project, refugees, IDPs and their host communities are expected to have improved capacity to meet market demand, resulting in more sustainable opportunities. On the other hand, the private sector is expected to benefit from access to more stable supply.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fmozambique_-_enhancing_private_sector_engagement_and_capacity_building_for_refugees_and_idps_in_fragile_context_in_mozambique_-_project_appraisal_report.pdf#page=1&zoom=auto,-14,799",1000000,Mozambique,44603,Approved,Transition Support Facility,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SZ-A00-005,P-SZ-A00-005,Eswatini - Mkhondvo-Ngwavuma Water Augmentation Program Phase IA (MNWAP-1A),"The Eswatini Mkhondvo-Ngwavuma Water Augmentation Program (MNWAP) is a top priority of the Government of the Kingdom of Eswatini. MNWAP is a holistic development program that cuts across several sectors but centered around agricultural and agro-industrial development.  There is an urgent need to implement the program to benefit communities in that very poor region of the Kingdom and lay the ground for a strong industrial base to reduce the current high rate of unemployment. The program is transformative in nature and will elevate an entire region to commercial agribusiness for the benefit not only to Eswatini, but also spillover to South Africa, Mozambique, and the rest of the SADC region. MNWAP will be implemented in three overlapping phases with different financiers entering at different times and in parallel financing arrangements. Phase I of the program, MNWAP I, involves the construction of the first dam -Mpakeni Dam- and associated infrastructure in addition to the downstream development in 10,000 ha. MNWAP I has three components: i) Infrastructure Development; ii) Project Management, Engineering Supervision and Environmental and Social Management Plan, and iii) Agricultural development.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Feswatini_-_mkhondvo_-_ngwavuma_water_augmentation_program_phase_ia_mnwap-1a_-_project_appraisal_report.pdf#page=1&zoom=auto,-14,842",111584128.8,Eswatini,44547,Approved,African Development Bank,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MZ-AA0-039,P-MZ-AA0-039,Mozambique - The  Pemba-Lichinga Integrated Development Corridor Special Agro-Industrial Processing Zone (SAPZ) Project -Phase I,"The Project supports the development of the first phase of the Pemba-Lichinga Integrated Development Corridor Special Agro-Industrial Processing Zone (SAPZ). This intervention is designed in the form of a stand-alone Investment Project with the main aim of improving the enabling business environment for agro industrial development and agricultural productivity with potential impacts for livelihood and structural economic transformation in Mozambique. Activities in the first phase will be focused in the Niassa Province in the North West of the country. The Project consists of 3 components namely: (i) Strengthen Institutional Capacity, Policy, Regulatory, Institutional and Business Environment for Agro Industrial Development, (ii) Support agricultural productivity, skills, and enterprise development to enhance agricultural value chains and (ii) Project Coordination and Management. The Project will be implemented over five years (2022-2026) at a cost of UA 32.79 million (including in kind contribution of UA 2.0 million from the Government of Mozambique and Beneficiaries).","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fmozambique_-_pemba-lichinga_integrated_development_corridor_special_agro-industrial_processing_zone_sapz_project_-_phase_1_-_project_appraisal_report.pdf#page=7&zoom=auto,-13,733",30000000,Mozambique,44547,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-NG-AAA-002,P-NG-AAA-002,"NIGERIA - Special Agro-Industrial Processing Zones Program, Phase I (SAPZ I)","The first Phase of Special Agro-Industrial Processing Zones (SAPZs) Program will be implemented in seven (7) states (Cross River, Imo, Kaduna, Kano, Kwara, Ogun, and Oyo) and the Federal Capital Territory (FCT). The Program development objective is to support inclusive and sustainable agro-industrial development in Nigeria. The Program has four broad components namely:(i) Support the development of enabling climate adapted infrastructure for Agro-Industrial Hubs (AIHs), (ii) Improve agricultural productivity and enterprise development to enhance agricultural value chains and job creation in the SAPZ Catchment Areas, (iii) Support Agro-Industrial Zone Policy and Institutional Development, and (iv) Program Coordination and Management. The key expected outputs of the SAPZ Program(Phase I) are: development of infrastructure for eight (8) Agro-Industrial Processing Hubs (AIHs),fifteen (15)Agricultural Transformation Centers (ATCs), 2,300 ha of irrigated lands and farm to market access roads; supply of certified agricultural inputs and extension services; skills development for farmers and Micro, Small and Medium Scale Enterprises (MSMEs), an updated agro-industrial zone policy and establishment of regulatory institution/special regulatory regime. SAPZ Program (Phase I) will be implemented over five years (2022 –2026). The total cost for the SAPZ Program (Phase I) is estimated at USD 538.05 million net of taxes. The African Development Bank will provide an ADB Loan of USD 160 million (29.7% of total cost) together with an Africa Growing Together Fund (AGTF) loan of USD 50 million (9.3%).","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/nigeria_-_special_agro-industrial_processing_zones_program_-_phase_i_sapz_i_-_program_appraisal_report.pdf#page=1&zoom=auto,-14,842",120501890.4,Nigeria,44543,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-DJ-AA0-007,P-DJ-AA0-007,Djibouti - Emergency aid for the rehabilitation of water infrastructures damaged by the April 2021 floods,"The proposed project concerns emergency aid to the Republic of Djibouti, which experienced heavy rains on 26 April 2021, causing flash flooding throughout the country. The floods caused severe damage to asphalt roads (Djibouti city, Arta, Ali-Sabieh and Dikhil regions). The damage caused by the bad weather due to the floods was significant for the Djiboutian economy and was evaluated at 361.934 million FDJ (approximately 2.044 million USD). The emergency operation involves a grant of four hundred thousand US dollars (US$ 400,000) to the Republic of Djibouti from the Bank's Special Relief Fund. The Bank's support, through this grant, will provide immediate assistance for the rehabilitation of water infrastructure damaged by the floods.",,297552.63,Djibouti,44543,Implementation,Special Relief Funds,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GW-A00-007,P-GW-A00-007,Guinea  Bissau - Support project for the resilience of groups and farms in the northern and eastern regions of Guinea Bissau (PARGEA),"The Support Project for the Resilience of Agricultural Groups and Farms in the North and East Regions of Guinea Bissau (PARGEA) aims to contribute to the strengthening of the resilience of the populations concerned. Indeed, the superposition of crises in the country has had serious consequences on the agro-sylvo-pastoral sector, food and nutritional security, and the livelihoods of the majority of the population who depend on agriculture. The implementation of the PARGEA will allow the operationalization of the Guinea-Bissau Country Resilience Priorities Document (PRP AGIR), adopted by the Government in February 2017 and will thus contribute to strengthening the resilience of rural populations. The project is worth UA 1,000,000 and is financed by a TAF Pillar III grant. It comprises three components: (1) Institutional capacity building for early warning and rapid response; (2) Various support to small-scale producers and other stakeholders; and (3) Coordination and management of the project. The implementation period is 30 months.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fguinee_bissau_-_projet_dappui_a_la_resilience_des_groupements_et_exploitations_agricoles_des_regions_nord_et_est_de_la_guinee_bissau_pargea_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,848",1000000,Guinea-Bissau,44543,Implementation,Transition Support Facility,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-ZM-AA0-039,P-ZM-AA0-039,Zambia - Chiansi Smallholder Outgrower Support Project (COSP),"The proposed support is an ADF loan of UA 7.09 million from the Bank resources to finance the Chiansi Smallholder Outgrower Support Project (COSP) in Zambia. The Project was designed based on the Government’s intention to empower smallholder farmers to become outgrowers to an existing private sector commercial operator. This is a stand-alone investment Project aimed at enhancing agricultural productivity and value addition of agricultural produce. The Project aims to transform agricultural production into sustainable commercialised and profitable venture that contributes to income generation, and job creation. It will also contribute to enhanced value addition, and improved integration of smallholder farmers/entrepreneurs and private sector, through involvement of the existing commercial operator. The Project consists of three (3) components, namely: (a) Component 1 Development of Climate Resilient Infrastructure; (b) Component 2 Social Services, and Skills Development; and (c) Component 3 Project Management. The expected implementation period is four (4) years.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fzambia_-_chiansi_smallholder_outgrower_support_project_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,842",7090000,Zambia,44533,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CD-AAG-006,P-CD-AAG-006,Democratic Republic of Congo - Ngandajika Agro-Industrial  Development Support Programme (PRODAN),"The Ngandajika Agro-Industrial Development Support Programme (PRODAN) is located in Lomami Province, some 1,390 km from Kinshasa (the capital city) and 89 km from Mbuji-Mayi (capital of Kasaï Oriental Province). In this province, which has a population of 1,039,351 inhabitants, including 555,347 agricultural households, the agricultural sector provides 65.5% of jobs, the poverty rate ranges between 60 and 70% and rural food insecurity is assessed at 15%. PRODAN is a pilot operation aimed at implementing national policies and strategies for the development of agro-industrial parks (AIPs) in 22 provinces, to stimulate an annual growth in the agricultural sector of more than 6%, essential for reducing poverty, ensuring food and nutritional security for the population, and generating sustainable jobs and income. The programme is designed following a public-private partnership approach in which government facilitates the leadership of the private sector, through the development of key infrastructure and the creation of an environment conducive to the establishment and performance of the private sector. At a total cost of UA 64.95 million, including UA 50.00 million of ADF loan, PRODAN will be implemented over a period of five years, through four components: (i) support to governance and incentives; (ii) development of processing and access infrastructure; (iii) capacity building for key actors; and (iv) programme coordination and management. This investment should help accelerate the creation of economic opportunities in agro-industrial parks and rural areas and increase the agricultural production and productivity of small producers, as well as their access to markets, but also by promoting small and medium-sized agricultural, livestock and aquaculture enterprises.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fdrc_-_ngandajika_ago-industrial_development_support_programme_prodan_-_project_appraisal_report.pdf#page=1&zoom=auto,-14,842",50000000,"Congo, the Democratic Republic of the",44519,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-CI-AA0-030,P-CI-AA0-030,Côte d'Ivoire - Agro-Industrial Pole Project in the North (2PAI-NORD),"The Agro-Industrial Pole Project in the North (2 PAI-Nord) is in line with National Development Plan (PND 2021-2025), particularly: (i) Pillar 1 – Structural transformation of the economy through industrialization and the development of industrial Poles; (ii) Pillar 2 - Human capital development and employment promotion; (iii) Pillar 3 – Private sector development and investment; and (iv) Pillar 5 - Balanced regional development, environmental preservation, and fight against climate change. The 2PAI-Nord is the second operation of the development programme involving nine Integrated Agricultural Development Poles (PAIs), included in the second generation National Agricultural Investment Programme (PNIA.II 2018-2025) aimed at accelerating the structural transformation of the economy for a strong, inclusive, sustainable, and job-creating growth, especially for women and young people.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fcote_divoire_-_agro-industrial_pole_project_in_the_north_2pai-nord_-_project_appraisal_report.pdf#page=51&zoom=auto,-13,747",43204993.4,Côte d'Ivoire,44519,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-SL-AA0-021,P-SL-AA0-021,Sierra Leone - Rice Agro Industrial Cluster (RAIC),"The Sierra Leone Rice Agro-Industrial Cluster (SL RAIC) Project, in the rural floodplain areas of Pujehun and Bonthe Districts of Sierra Leone, will help advance GoSL’s renewed commitment to sustainably transform the agricultural sector, under its New Direction Agenda and the National Agricultural Transformation Program (NAT 2023). The SL RAIC project is needed to address a major and traditional production challenge of reliance on floating rice cultivation in one of SL’s major rice production areas by introducing solutions that allow for dry-season, modern cultivation and processing of quality rice. The key expected outputs of the Project include more than 3-fold per hectare, increase in Rice production figures (currently 1-5-2.0 tons/ha), commercialisation of rice production and increased wealth for rice producing communities. The SL RAIC Project will be implemented over five years at a total cost of UA 23.29 million.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fsierra_leone_-_rice_agro_industrial_cluster_raic_project_-_project_appraisal_report.pdf#page=1&zoom=auto,-14,842",21170000,Sierra Leone,44512,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AAG-025,P-Z1-AAG-025,Multinational - ETC Group Limited Trade and Agri-Finance Facility,"The proposed project is a Trade and Agri-Finance Package comprising: (i) A USD 60 million Trade Finance Soft Commodity Finance Facility (SCFF) to continue supporting (ETC) Group’s pre- and post-shipment working capital requirements with a particular focus on export-oriented activities; and (ii) A USD60 million Agriculture Value Chain Program to increase agriculture production and productivity by providing improved agricultural inputs and agronomic advisory services to local farmers while enhancing ETC’s value-chain logistics and processing capacities across targeted 10 countries in Africa. The borrower ETC Group Limited is a pan-African agriculture conglomerate with a footprint expanding across Sub-Saharan Africa, North America, Europe, Middle East, and South East Asia, trading millions of tons in soft commodities. The Group has a permanent-staff composition of 7200, with operations covering 26 African countries.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/multinational_-_etc_group_limited_export_trading_group_etg_-_project_summary_note.pdf#page=3&zoom=auto,-13,683",42706754.07,Multinational,44510,Approved,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AAG-047,P-Z1-AAG-047,Multinational - ETC Group Limited Trade and Agri-Finance Facility,"The proposed project is a Trade and Agri-Finance Package comprising: (i) A USD60 million Trade Finance Soft Commodity Finance Facility (SCFF) to continue supporting (ETC) Group’s pre- and post-shipment working capital requirements with a particular focus on export-oriented activities; and (ii) A USD60 million Agriculture Value Chain Program to increase agriculture production and productivity by providing improved agricultural inputs and agronomic advisory services to local farmers while enhancing ETC’s value-chain logistics and processing capacities across targeted 10 countries in Africa. The borrower ETC Group Limited is a pan-African agriculture conglomerate with a footprint expanding across Sub-Saharan Africa, North America, Europe, Middle East, and South East Asia, trading millions of tons in soft commodities. The Group has a permanent-staff composition of 7200, with operations covering 26 African countries.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/multinational_-_etc_group_limited_export_trading_group_etg_-_project_summary_note.pdf#page=2&zoom=auto,-13,461",42869697.55,Multinational,44510,Approved,African Development Bank,Agriculture and Rural Development,Non Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-MA-AA0-011,P-MA-AA0-011,Morocco - Inclusive and Sustainable Development Project for Agricultural and Rural Areas (PADIDZAR),"The proposed intervention is an AfDB loan of UA 95 million, or the equivalent of EUR 114.03 million, to the Kingdom of Morocco to finance the Inclusive and Sustainable Development Support Programme for Agricultural and Rural Areas (PADIDZAR). This programme is a results-based financing (RBF) operation in keeping with the implementation of the new Green Generation Strategy (GGS) 2020-2030 approved in January 2020 to support the National Drinking Water Supply and Irrigation Programme 2020-2027 approved in January 2020. The programme is in line with the State's efforts to reduce poverty and promote inclusion in rural areas, where the poverty rate is twice as high as the national figure and where 79.4% of the poor reside (HCP, 2018). To implement this strategy, it will be necessary to increase the sector’s budget by about 2.5% every year from 2020. PADIDZAR will be implemented over six years (2021-2026).","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https://www.afdb.org/sites/default/files/documents/projects-and-operations/morocco_-_inclusive_and_sustainable_development_support_programme_for_agricultural_and_rural_areaspadidzar_-_appraisal_repport.pdf#page=1&zoom=auto,-13,848",91232028.42,Morocco,44496,Implementation,African Development Bank,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-LR-AA0-009,P-LR-AA0-009,Liberia - Special Agro Indusrial Processing Zone Project,"The  Project  is  supporting  the  development  of  Liberia  Special  Agro Industrial  Processing  Zone  located  in  Buchanan,  Grand  Bassa  County1.  In  particular,  the project will provide the external infrastructure required to prepare and secure the Agri Hub for private sector developer and additional private sector investments in agro industrial factories. The project will provide technical assistance towards the establishment of the Liberia Special Economic  Zone  Authority  and  support  the  development  of  requisite  skills  and  agricultural value chain capacity to ensure competitiveness, productivity, and inclusivity in Agro Industrial Development. The Government of Liberia (GoL) is focused on developing the Liberia SAPZ to  attract  private  sector  investments  into  agro  industrial  park  to  enhance  a  much-desired agricultural  transformation  of  the  country,  create  jobs,  boost  exports,  and  stem  rural  urban migration  trends  while reducing  the  urban  and  rural  poverty  gap.  The  Project  Feasibility Studies  covering  the  Agri  Hub  located  in  Buchanan,  and  three  Agricultural  Transformation Centers located in Bong, Nimba and Cape Mount Counties were carried out as a collaborative effort between the GoL, and the AfDB. The Reports were completed in 2019 and presented to Stakeholders and government in February 2021.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fliberia_-_special_agro_indusrial_processing_zone_project_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,659",10110000,Liberia,44489,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-AAF-015,P-Z1-AAF-015,Multinational - Programme for Improving Fisheries Governance and Blue Economy Trade Corridors in SADC Region,"The Program for Improving Fisheries Governance and Blue Economy Trade Corridors (PROFISHBLUE) covers sixteen countries in the Southern African Development Community (SADC). SADC boasts of thriving fishing enterprises with interconnected trade corridors that spans the Atlantic and Indian Oceans for centuries. Currently, the 16 member countries of SADC region boast of two large marine ecosystems (LMEs) that are abound with rich transboundary fisheries resources comprising of multiple marine commercial species of tuna, hake, squids, octopus, horse mackerel, abalone, shrimps, prawns, and lobsters. The interior land-locked regions are also home to several transboundary rivers and lakes. Despite the resource abundance owning to a large diverse species and raw material supply, the total production is very low below 3 million tonnes, which is 2% of global production. The interventions comprise of conservation planning in the natural ecosystems, fishing and harvesting strategies (from fish farms, lakes, rivers and oceans), to provision of inputs and services, processing and marketing infrastructure, as well as the provision of regional conformity assessment and standardization programs. This will promote competitiveness in the retail and wholesale fish trade as well as facilitate cross-border trade providing an estimated 250,000 direct and indirect jobs. Moreover, the project will support institutional capacity building for climate resilience through information service provisioning, climate buffers and ecosystem service synergies, and resource mobilization towards adaptation and mitigation. The project will be implemented over a 4-year period (2022-2025) with an estimated cost of UA 8.09 million.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fmultinational_-_programme_for_improving_fisheries_governance_and_blue_economy_trade_corridors_in_sadc_region_-_project_appraisal_report.pdf#page=12&zoom=auto,-6,494",6400000,Multinational,44489,Implementation,African Development Fund,Agriculture and Rural Development,Sovereign
https://projectsportal.afdb.org/dataportal/VProject/show/P-GM-AA0-018,P-GM-AA0-018,Gambia - The Gambia Agriculture and Food Security Project,"The Gambia Agriculture and Food Security Project seeks to structure food demand and supply through scaling up of government institutionalized homegrown school feeding programme while improving smallholder’s income. This will be achieved by increasing climate-resilient food production, postharvest management, market access and resilience for identified nutrient-rich food chains; and by promoting smallholder farmers’ access to the HGSF as an institutional market. The connection between the food supply side (farmers) and food demand side (consumers) in the project is the HGSF Programme. The project is a standalone investment project with technical assistance (TA) and capacity building activities. The main components of the project are: (1) developing Sustainable Food Systems for Improved Livelihood, Productivity and Climate Change, Gender Equality and Women Empowerment; (2) reducing vulnerability through social protection, improving nutrition and climate-resilient WASH; and (3) project management, monitoring and evaluation.","https://www.afdb.org/sites/all/libraries/pdf.js/web/viewer.html?file=https%3A%2F%2Fwww.afdb.org%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2Fprojects-and-operations%2Fgambia_-_agriculture_and_food_security_proct_-_project_appraisal_report.pdf#page=1&zoom=auto,-13,848",12158331.88,Gambia,44481,Implementation,Global Agriculture and Food Security Program,Agriculture and Rural Development,Sovereign
